subject;list;music;song_number;music_set;snippet_file;Pool;familiarity;preference;pleasantness;offensiveness;distraction;actual_artist;artist_name;accuracy_artist;actual_song_name;song_name;accuracy_song;;
63;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;1;3;3;1;5;Outkast;;0;Ms. Jackson;;0;;
63;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;5;5;3;1;7;Eminem;;0;The way I am;;0;;
63;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;5;5;1;8;Post Malone;;0;WoW;;0;;
63;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;4;4;6;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
64;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;9;9;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
64;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;9;1;9;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy ;1;;
64;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;9;8;8;1;7;Outkast;outKast;1;Ms. Jackson;ms.  jackson;1;;
64;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;2;3;1;7;Eminem;;0;The way I am;;0;;
64;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;8;8;7;1;7;Post Malone;;0;WoW;;0;;
64;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;2;4;4;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
65;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;6;8;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
65;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;6;6;1;9;Iggy Azalea (ft. Charli XCX);Charli XCX and Iggy Azelea;1;Fancy;Fancy;1;;
65;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;NA;1;6;Outkast;;0;Ms. Jackson;I'm Sorry Miss Jackson;1;;
65;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;4;NA;1;5;Eminem;;0;The way I am;;0;;
65;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;;6;Post Malone;Post Malone;1;WoW;Wow;1;;
65;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;1;1;1;10;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
66;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;4;5;1;4;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
66;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;2;3;1;7;Iggy Azalea (ft. Charli XCX);iggy azalea ft charlie xcx;1;Fancy;fancy;1;;
66;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;8;8;1;3;Outkast;outkast;1;Ms. Jackson;ms jackson;1;;
66;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;10;5;5;1;4;Eminem;eminem;1;The way I am;who i am;1;;
66;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;2;3;2;1;6;Post Malone;;0;WoW;;0;;
66;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;10;4;4;1;5;Nicki Minaj (feat. Rihanna);nicki minaj fr rihanna;1;Fly;fly;1;;
67;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;10;1;10;Jessie J (feat. B.o.B);Jessy j;1;Price tag;price tag;1;;
67;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;10;1;10;Iggy Azalea (ft. Charli XCX);Iggy, Charlie xox;1;Fancy;fancy;1;;
67;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;9;9;1;6;Outkast;;0;Ms. Jackson;miss Jackson;1;;
67;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;1;1;1;10;Eminem;;0;The way I am;;0;;
67;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;9;9;1;7;Post Malone;;0;WoW;;0;;
67;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;9;8;10;1;4;Nicki Minaj (feat. Rihanna);nicki ;1;Fly;fly;1;;
68;D;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;4;5;2;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
68;D;lyrical;2;B;static/B2_lyrical.mp3;University pool;1;10;9;2;7;Iggy Azalea (ft. Charli XCX);;0;Fancy;fancy;1;;
68;D;lyrical;3;B;static/B3_lyrical.mp3;University pool;1;9;9;2;5;Outkast;;0;Ms. Jackson;Sorry Miss Jackson;1;;
68;D;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;9;7;2;4;Eminem;;0;The way I am;;0;;
68;D;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;8;7;2;3;Post Malone;;0;WoW;;0;;
68;D;instrumental;3;A;static/A3_instrumental.mp3;University pool;2;6;7;;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
69;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;8;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
69;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;9;2;8;Iggy Azalea (ft. Charli XCX);Charli XCX and Iggy Azalea ;1;Fancy;Fancy;1;;
69;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;7;7;3;8;Outkast;OutKast;1;Ms. Jackson;Mrs Jackson;1;;
69;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;8;5;5;1;7;Eminem;BeeGees;0;The way I am;Tragedy ;0;;
69;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;9;9;2;7;Post Malone;Post Malone ;1;WoW;WOW;1;;
69;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;4;5;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
70;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;6;7;2;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
70;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;8;8;6;9;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
70;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;1;2;4;2;4;Outkast;;0;Ms. Jackson;;0;;
70;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;2;2;1;3;Eminem;;0;The way I am;;0;;
70;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;4;6;1;4;Post Malone;;0;WoW;;0;;
70;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;3;4;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
71;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;4;6;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
71;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;6;2;2;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
71;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;8;8;8;1;5;Outkast;;0;Ms. Jackson;;0;;
71;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;3;2;2;1;2;Eminem;;0;The way I am;;0;;
71;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;6;6;1;1;Post Malone;;0;WoW;;0;;
71;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;1;2;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
72;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;8;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
72;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;5;4;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;Fancy;1;;
72;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;8;8;8;1;5;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
72;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;3;3;2;1;6;Eminem;;0;The way I am;;0;;
72;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;4;4;4;1;5;Post Malone;;0;WoW;;0;;
72;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;4;6;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
73;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;3;4;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Pricetag;1;;
73;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;2;1;3;8;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
73;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;9;10;1;2;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
73;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;10;8;7;7;6;Eminem;Eminem;1;The way I am;I am;1;;
73;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;1;Post Malone;Post Malone;1;WoW;Wow;1;;
73;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;2;3;2;1;9;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
74;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;9;2;9;Jessie J (feat. B.o.B);Jessi J;1;Price tag;Price tag;1;;
74;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;8;7;2;9;Iggy Azalea (ft. Charli XCX);Iggy Azalia;1;Fancy;Fancy;1;;
74;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;10;Outkast;OutKast;1;Ms. Jackson;Miss Jackson;1;;
74;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;8;8;8;3;7;Eminem;Eminem;1;The way I am;N/A;0;;
74;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;9;9;2;9;Post Malone;Post Malone;1;WoW;Wow;1;;
74;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;8;8;8;2;8;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;N/A;0;;
75;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;9;8;9;1;10;Jessie J (feat. B.o.B);Jessy J ;1;Price tag;Price tag;1;;
75;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;6;7;6;1;5;Iggy Azalea (ft. Charli XCX);;0;Fancy;Fancy ;1;;
75;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;8;10;9;1;10;Outkast;;0;Ms. Jackson;Miss Jackson ;1;;
75;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;8;8;1;3;Eminem;;0;The way I am;;0;;
75;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;3;3;1;2;Post Malone;;0;WoW;;0;;
75;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;2;2;1;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
76;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;10;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tags;1;;
76;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;NA;3;10;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
76;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;8;5;6;Outkast;;0;Ms. Jackson;Ms. Jackson;1;;
76;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;3;6;6;1;4;Eminem;;0;The way I am;;0;;
76;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;6;5;1;3;Post Malone;;0;WoW;;0;;
76;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;7;7;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
77;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;9;5;3;1;9;Jessie J (feat. B.o.B);Gwen Stefani ;0;Price tag;Price Tag;1;;
77;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;9;7;6;1;7;Iggy Azalea (ft. Charli XCX);Charli XCX;1;Fancy;Fancy;1;;
77;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;8;8;1;6;Outkast;;0;Ms. Jackson;Ms Jackson;1;;
77;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;10;10;8;1;8;Eminem;Eminem;1;The way I am;The way I am;1;;
77;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;8;8;1;4;Post Malone;N/A;0;WoW;N/A;0;;
77;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;3;3;3;1;9;Nicki Minaj (feat. Rihanna);N/A;0;Fly;N/A;0;;
78;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;6;9;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
78;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;2;2;1;10;Iggy Azalea (ft. Charli XCX);Iggy ;1;Fancy;fancy ;1;;
78;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;8;Outkast;outcast ;1;Ms. Jackson;ms Jackson;1;;
78;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;1;3;1;8;Eminem;;0;The way I am;;0;;
78;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;1;1;1;8;Post Malone;;0;WoW;;0;;
78;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;4;4;1;8;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
79;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;5;NA;1;10;Jessie J (feat. B.o.B);jessie j ;1;Price tag;price tag;1;;
79;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;9;2;2;3;8;Iggy Azalea (ft. Charli XCX);iggy ;1;Fancy;fancy;1;;
79;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;8;4;7;4;4;Outkast;outkast;1;Ms. Jackson;ms. jackson;1;;
79;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;2;3;4;4;2;Eminem;;0;The way I am;;0;;
79;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;2;2;Post Malone;post malone ;1;WoW;wow;1;;
79;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;2;2;2;2;8;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
80;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;4;NA;1;10;Jessie J (feat. B.o.B);Jessie j;1;Price tag;price tag;1;;
80;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;6;6;2;9;Iggy Azalea (ft. Charli XCX);iggy azalea;1;Fancy;fancy;1;;
80;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;7;6;5;3;7;Outkast;outcast;1;Ms. Jackson;ms jackson;1;;
80;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;5;4;2;1;3;Eminem;;0;The way I am;;0;;
80;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;5;5;2;4;Post Malone;post malone?;1;WoW;wow ;1;;
80;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;10;8;7;2;5;Nicki Minaj (feat. Rihanna);nicki minaj;1;Fly;fly;1;;
81;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;9;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
81;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;8;8;2;9;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
81;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;8;7;7;2;7;Outkast;;0;Ms. Jackson;Ms Jackson;1;;
81;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;7;5;5;2;6;Eminem;;0;The way I am;;0;;
81;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;8;7;7;2;6;Post Malone;;0;WoW;;0;;
81;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;9;8;8;1;7;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;Fly;1;;
82;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;8;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
82;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;10;Iggy Azalea (ft. Charli XCX);Charli XCX and Iggy Azalea;1;Fancy;Fancy;1;;
82;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;3;3;1;6;Outkast;Outcast;1;Ms. Jackson;Miss Jackson;1;;
82;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;1;5;3;1;4;Eminem;;0;The way I am;;0;;
82;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;9;9;1;8;Post Malone;Post Malone;1;WoW;wow;1;;
82;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;10;10;10;1;10;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;Fly;1;;
83;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;4;6;2;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
83;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;9;9;2;9;Iggy Azalea (ft. Charli XCX);Iggy Azelia Charli XCX;1;Fancy;Fancy;1;;
83;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;9;10;1;10;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
83;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;3;3;3;1;2;Eminem;;0;The way I am;;0;;
83;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;8;Post Malone;Post Malone;1;WoW;wow;1;;
83;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;10;9;9;3;6;Nicki Minaj (feat. Rihanna);G Easy;0;Fly;Tumblr girls;0;;
84;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;1;2;1;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
84;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;8;1;1;1;6;Iggy Azalea (ft. Charli XCX);Iggy;1;Fancy;Fancy;1;;
84;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;4;10;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
84;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;10;9;8;5;8;Eminem;Eminem;1;The way I am;The way I am;1;;
84;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;5;3;3;2;4;Post Malone;Post Malone;1;WoW;Wow;1;;
84;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;1;1;1;1;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
85;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;9;1;10;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
85;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;4;4;1;9;Iggy Azalea (ft. Charli XCX);iggy azalea;1;Fancy;fancy;1;;
85;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;10;Outkast;outcast;1;Ms. Jackson;mrs jackson;1;;
85;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;6;5;5;1;6;Eminem;;0;The way I am;;0;;
85;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;5;5;5;1;5;Post Malone;;0;WoW;;0;;
85;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;2;3;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
86;E;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;8;1;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
86;E;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;6;8;1;9;Iggy Azalea (ft. Charli XCX);Charli;1;Fancy;Fancy;1;;
86;E;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;9;8;1;6;Outkast;;0;Ms. Jackson;Ms Jackson;1;;
86;E;instrumental;1;A;static/A1_instrumental.mp3;University pool;7;5;5;1;3;Eminem;;0;The way I am;;0;;
86;E;instrumental;2;A;static/A2_instrumental.mp3;University pool;6;1;2;1;2;Post Malone;;0;WoW;;0;;
86;E;instrumental;3;A;static/A3_instrumental.mp3;University pool;2;6;7;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
87;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;10;10;1;8;Jessie J (feat. B.o.B);Jessie J ft. BOB;1;Price tag;Price Tag;1;;
87;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;8;Iggy Azalea (ft. Charli XCX);Iggy Azeala ft Charli XCX;1;Fancy;Fancy;1;;
87;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;7;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
87;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;8;7;9;1;4;Eminem;;0;The way I am;;0;;
87;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;9;7;8;1;4;Post Malone;Tyga;0;WoW;Taste;0;;
87;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;8;6;7;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
88;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;8;7;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;price tag;1;;
88;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;9;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azela Charlie XCX;1;Fancy;Fancy;1;;
88;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;8;1;10;Outkast;Outcast;1;Ms. Jackson;Ms Jackson;1;;
88;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;4;2;2;1;6;Eminem;;0;The way I am;;0;;
88;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;10;10;1;10;Post Malone;Post Malone;1;WoW;WOW;1;;
88;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;10;9;7;1;8;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
89;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;5;4;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Money;0;;
89;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;8;7;2;7;Iggy Azalea (ft. Charli XCX);Iggy Azaelia ;1;Fancy;Fancy;1;;
89;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;9;9;;9;Outkast;;0;Ms. Jackson;Ms Jackson;1;;
89;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;2;3;5;1;2;Eminem;;0;The way I am;;0;;
89;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;10;;9;2;NA;Post Malone;Post Malone;1;WoW;Wow.;1;;
89;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;2;3;4;1;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
90;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;5;7;1;9;Jessie J (feat. B.o.B);katy perry;0;Price tag;price tag;1;;
90;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;5;7;1;9;Iggy Azalea (ft. Charli XCX);iggy azalea;1;Fancy;fancy;1;;
90;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;6;8;1;9;Outkast;outkast;1;Ms. Jackson;ms jackson;1;;
90;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;2;1;1;1;4;Eminem;;0;The way I am;;0;;
90;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;4;3;4;;4;Post Malone;;0;WoW;;0;;
90;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;3;1;1;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
91;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;9;10;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
91;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;10;1;9;Iggy Azalea (ft. Charli XCX);Charlie XCX and Iggy Azalea (sorry if that's spelt wrong);1;Fancy;Fancy;1;;
91;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;7;8;8;2;6;Outkast;;0;Ms. Jackson;I'm sorry Miss Jackson;1;;
91;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;4;3;3;2;4;Eminem;;0;The way I am;;0;;
91;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;3;2;1;2;4;Post Malone;;0;WoW;;0;;
91;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;5;5;5;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
92;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;6;7;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
92;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;5;5;2;7;Iggy Azalea (ft. Charli XCX);Fancy;1;Fancy;Iggy Azalea;1;;
92;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;6;8;8;2;2;Outkast;Outcast;1;Ms. Jackson;Miss Jackson;1;;
92;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;8;7;8;3;2;Eminem;Eminem;1;The way I am;The way I am;1;;
92;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;2;9;9;1;1;Post Malone;;0;WoW;;0;;
92;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;6;7;10;1;1;Nicki Minaj (feat. Rihanna);Nicky Minaj and Rihanna;1;Fly;Fly;1;;
93;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;4;4;3;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Money;0;;
93;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;2;1;5;9;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
93;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;8;10;1;6;Outkast;;0;Ms. Jackson;Miss Jackson;1;;
93;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;10;8;7;5;5;Eminem;Eminem;1;The way I am;;0;;
93;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;3;5;5;1;4;Post Malone;;0;WoW;;0;;
93;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;1;4;4;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
94;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;10;1;3;Jessie J (feat. B.o.B);Jessie J ;1;Price tag;Price tag;1;;
94;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;4;2;1;7;Iggy Azalea (ft. Charli XCX);fancy ;1;Fancy;Iggy azalea ;1;;
94;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;8;Outkast;Outkast ;1;Ms. Jackson;ms Jackson ;1;;
94;F;instrumental;1;A;static/A1_instrumental.mp3;University pool;4;2;2;1;3;Eminem;;0;The way I am;;0;;
94;F;instrumental;2;A;static/A2_instrumental.mp3;University pool;1;3;3;1;3;Post Malone;;0;WoW;;0;;
94;F;instrumental;3;A;static/A3_instrumental.mp3;University pool;4;3;5;1;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
95;F;lyrical;1;B;static/B1_lyrical.mp3;University pool;10;7;8;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
95;F;lyrical;2;B;static/B2_lyrical.mp3;University pool;10;10;9;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
95;F;lyrical;3;B;static/B3_lyrical.mp3;University pool;10;10;10;1;10;Outkast;;0;Ms. Jackson;Ms Jackson ;1;;
