subject;list;music;song_number;music_set;snippet_file;Pool;familiarity;preference;pleasantness;offensiveness;distraction;actual_artist;artist_name;accuracy_artist;actual_song_name;song_name;accuracy_song;;
159;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;2;2;1;9;Post Malone;NA;0;WoW;NA;0;;
159;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;6;7;1;3;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
160;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;7;8;1;3;Jessie J (feat. B.o.B);Jessie J. feat B.O.B;1;Price tag;Price Tag;1;;
160;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;6;7;3;4;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
160;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;9;7;6;2;7;Outkast;;0;Ms. Jackson;Sorry Ms.Jackson;1;;
160;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;7;6;6;8;Eminem;Eminem;1;The way I am;The way I am;1;;
160;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;5;5;6;1;4;Post Malone;;0;WoW;;0;;
160;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;5;4;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
161;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;1;2;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Pricetag;1;;
161;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;5;5;1;6;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
161;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;1;2;3;1;5;Outkast;;0;Ms. Jackson;;0;;
161;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;5;4;1;3;Eminem;;0;The way I am;;0;;
161;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;3;3;1;3;Post Malone;;0;WoW;;0;;
161;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;5;4;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
162;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;10;10;1;1;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
162;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;10;10;1;1;Iggy Azalea (ft. Charli XCX);Ke$ha;0;Fancy;Fancy;1;;
162;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;1;1;Outkast;Outkast;1;Ms. Jackson;Miss Jackson;1;;
162;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;10;10;1;1;Eminem;Eminem;1;The way I am;The way I am;1;;
162;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;10;10;10;1;1;Post Malone;Post Malone;1;WoW;Wow.;1;;
162;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;9;9;9;1;1;Nicki Minaj (feat. Rihanna);Nicki Minaj and Rihanna;1;Fly;Fly;1;;
163;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;10;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
163;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;9;6;6;1;9;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
163;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;1;8;Outkast;OutKast;1;Ms. Jackson;Ms Jackson;1;;
163;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;4;2;2;1;8;Eminem;;0;The way I am;;0;;
163;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;2;2;2;1;7;Post Malone;;0;WoW;;0;;
163;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;6;4;4;1;9;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
164;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;9;10;10;1;10;Jessie J (feat. B.o.B);jessie j;1;Price tag;pricetag;1;;
164;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;7;6;6;4;9;Iggy Azalea (ft. Charli XCX);iggy azaeilia ;1;Fancy;;0;;
164;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;1;5;5;5;8;Outkast;;0;Ms. Jackson;;0;;
164;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;4;6;1;2;Eminem;;0;The way I am;;0;;
164;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;4;6;6;1;7;Post Malone;post malone;1;WoW;wow instrumental ;1;;
164;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;7;7;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
165;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;10;1;8;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
165;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;2;2;6;10;Iggy Azalea (ft. Charli XCX);iggy azelia and charli xcx;1;Fancy;fancy;1;;
165;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;7;8;1;5;Outkast;outkast;1;Ms. Jackson;ms jackson;1;;
165;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;10;10;1;10;Eminem;eminem;1;The way I am;the way i am;1;;
165;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;1;1;1;4;Post Malone;;0;WoW;;0;;
165;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;4;4;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
166;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;10;10;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
166;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;7;7;1;8;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Im so fancy;1;;
166;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;1;9;Outkast;Outcast;1;Ms. Jackson;Ms Jackson;1;;
166;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;10;10;1;6;Eminem;;0;The way I am;;0;;
166;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;9;10;1;4;Post Malone;;0;WoW;;0;;
166;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;8;9;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
167;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;7;6;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
167;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;4;3;1;8;Iggy Azalea (ft. Charli XCX);Can't remember;0;Fancy;I'm So Fancy;1;;
167;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;9;9;1;9;Outkast;Outkast;1;Ms. Jackson;Miss Jackson;1;;
167;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;5;5;1;4;Eminem;Eminem?;1;The way I am;Don't know;0;;
167;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;4;1;5;Post Malone;Don't know;0;WoW;Don't know;0;;
167;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;3;4;1;4;Nicki Minaj (feat. Rihanna);Don't know;0;Fly;Don't know;0;;
168;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;1;1;10;10;Jessie J (feat. B.o.B);jessie j ft b.o.b;1;Price tag;price tag;1;;
168;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;;3;3;4;8;Iggy Azalea (ft. Charli XCX);iggy azealia & charlie xcx;1;Fancy;fancy;1;;
168;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;1;7;Outkast;OutKast;1;Ms. Jackson;Ms. Jackson;1;;
168;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;8;6;1;7;Eminem;Eminem;1;The way I am;The way i am;1;;
168;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;2;2;3;5;Post Malone;?;0;WoW;?;0;;
168;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;1;4;7;Nicki Minaj (feat. Rihanna);?;0;Fly;?;0;;
169;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;9;7;6;3;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
169;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;1;5;4;4;9;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
169;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;8;7;2;8;Outkast;OutKast;1;Ms. Jackson;Ms Jackson;1;;
169;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;5;4;3;3;6;Eminem;;0;The way I am;;0;;
169;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;3;5;9;Post Malone;;0;WoW;;0;;
169;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;5;7;7;2;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
170;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;4;8;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
170;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;8;9;1;7;Iggy Azalea (ft. Charli XCX);Iggy Azalea and Charlie XCX;1;Fancy;Fancy;1;;
170;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;8;9;1;5;Outkast;Outkast;1;Ms. Jackson;Mrs. Jackson;1;;
170;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;5;4;5;1;4;Eminem;Emenem;1;The way I am;;0;;
170;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;5;1;4;Post Malone;;0;WoW;;0;;
170;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;6;8;1;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
171;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;10;10;2;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
171;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;7;8;5;9;Iggy Azalea (ft. Charli XCX);Megan the Stallion;0;Fancy;;0;;
171;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;9;9;5;7;Outkast;Outcast;1;Ms. Jackson;Sorry Ms Jackson;1;;
171;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;6;6;2;2;Eminem;;0;The way I am;;0;;
171;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;7;8;7;3;2;Post Malone;;0;WoW;;0;;
171;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;8;8;2;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
172;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;5;6;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Money;0;;
172;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;7;7;;6;Iggy Azalea (ft. Charli XCX);Iggy Azaleia;1;Fancy;Fancy;1;;
172;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;1;4;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
172;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;10;10;1;4;Eminem;Eminem;1;The way I am;The Way I Am;1;;
172;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;2;4;7;1;6;Post Malone;;0;WoW;;0;;
172;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;3;5;1;1;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
173;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;7;8;2;9;Jessie J (feat. B.o.B);NA;0;Price tag;Money;0;;
173;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;1;2;2;6;9;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;;0;;
173;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;6;4;5;4;5;Outkast;NA;0;Ms. Jackson;;0;;
173;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;5;5;4;6;Eminem;NA;0;The way I am;;0;;
173;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;2;2;2;8;Post Malone;NA;0;WoW;;0;;
173;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;6;6;2;5;Nicki Minaj (feat. Rihanna);NA;0;Fly;;0;;
174;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;9;1;7;Jessie J (feat. B.o.B);black eyed peas;0;Price tag;;0;;
174;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;2;8;8;1;7;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
174;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;9;1;7;Outkast;;0;Ms. Jackson;miss jackson;1;;
174;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;8;9;1;4;Eminem;eminem ;1;The way I am;;0;;
174;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;2;10;10;1;4;Post Malone;;0;WoW;;0;;
174;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;8;9;1;2;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
175;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;7;2;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
175;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;6;5;2;9;Iggy Azalea (ft. Charli XCX);no;0;Fancy;no;0;;
175;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;7;7;2;7;Outkast;no;0;Ms. Jackson;no;0;;
175;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;4;5;6;4;6;Eminem;no;0;The way I am;no;0;;
175;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;3;2;6;9;Post Malone;no;0;WoW;no;0;;
175;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;5;4;6;2;5;Nicki Minaj (feat. Rihanna);no;0;Fly;no;0;;
176;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;10;10;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
176;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;2;4;4;3;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
176;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;9;7;7;3;9;Outkast;Outcast;1;Ms. Jackson;Miss Jackson;1;;
176;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;5;5;5;1;4;Eminem;;0;The way I am;;0;;
176;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;4;3;3;1;6;Post Malone;;0;WoW;;0;;
176;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;3;6;7;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
177;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;8;2;6;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
177;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;3;2;2;8;Iggy Azalea (ft. Charli XCX);issy ig , nikki manaj;1;Fancy;fancy;1;;
177;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;2;6;Outkast;outkast;1;Ms. Jackson;ms jackson;1;;
177;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;2;3;2;2;1;Eminem;dont know;0;The way I am;dont know;0;;
177;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;5;1;3;Post Malone;dont know;0;WoW;;0;;
177;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;1;1;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
178;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;1;1;1;6;Jessie J (feat. B.o.B);;0;Price tag;price tag;1;;
178;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;7;1;1;1;1;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
178;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;7;7;1;1;Outkast;outkast;1;Ms. Jackson;ms jackson;1;;
178;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;9;9;1;1;Eminem;eminem;1;The way I am;the way i am;1;;
178;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;;1;1;4;Post Malone;;0;WoW;;0;;
178;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;1;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
179;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;5;6;2;8;Jessie J (feat. B.o.B);;0;Price tag;;0;;
179;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;5;6;2;5;Iggy Azalea (ft. Charli XCX);iggy azaela;1;Fancy;fancy;1;;
179;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;2;9;8;2;3;Outkast;outkast;1;Ms. Jackson;ms jackson;1;;
179;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;8;7;4;5;Eminem;;0;The way I am;;0;;
179;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;4;3;5;Post Malone;;0;WoW;;0;;
179;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;6;6;2;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
180;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;9;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
180;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;7;6;1;9;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
180;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;9;1;2;Outkast;OutKast;1;Ms. Jackson;Ms. Jackson;1;;
180;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;4;8;9;1;1;Eminem;;0;The way I am;;0;;
180;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;3;5;5;1;8;Post Malone;;0;WoW;;0;;
180;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;7;7;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
181;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;9;1;1;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
181;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;9;8;1;2;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
181;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;9;8;1;1;Outkast;Outkast ;1;Ms. Jackson;Ms. Jackson;1;;
181;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;6;6;1;1;Eminem;Britney;0;The way I am;;0;;
181;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;1;1;1;4;Post Malone;;0;WoW;;0;;
181;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;2;1;1;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
182;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;10;9;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
182;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;9;9;1;10;Iggy Azalea (ft. Charli XCX);Azelia Banks or Iggy Azelia;1;Fancy;Fancy;1;;
182;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;8;8;1;7;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
182;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;8;8;3;7;Eminem;Eminem;1;The way I am;Stan?;0;;
182;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;2;4;1;7;Post Malone;;0;WoW;;0;;
182;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;5;6;1;9;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
183;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;6;7;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Pricetag;1;;
183;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;5;5;1;9;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
183;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;4;5;6;1;8;Outkast;;0;Ms. Jackson;;0;;
183;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;5;6;1;7;Eminem;;0;The way I am;;0;;
183;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;5;1;7;Post Malone;;0;WoW;;0;;
183;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;4;4;5;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
184;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;10;10;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
184;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;9;9;4;10;Iggy Azalea (ft. Charli XCX);;0;Fancy;Fancy;1;;
184;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;8;9;1;6;Outkast;Andre 500;0;Ms. Jackson;Sorry Miss Jackson;1;;
184;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;10;10;3;5;Eminem;Eminem;1;The way I am;The way I am;1;;
184;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;10;9;1;3;Post Malone;;0;WoW;;0;;
184;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;5;1;2;1;8;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
185;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;9;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag ;1;;
185;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;9;9;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azealea;1;Fancy;Fancy;1;;
185;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;9;1;10;Outkast;OutKast;1;Ms. Jackson;Sorry Miss Jackson;1;;
185;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;9;7;7;1;9;Eminem;Eniem;1;The way I am;;0;;
185;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;3;7;8;1;8;Post Malone;;0;WoW;;0;;
185;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;6;8;9;1;9;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
186;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;8;8;7;1;6;Jessie J (feat. B.o.B);;0;Price tag;NA;0;;
186;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;6;5;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;NA;0;;
186;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;9;9;8;1;6;Outkast;outkast;1;Ms. Jackson;NA;0;;
186;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;8;5;4;2;7;Eminem;eminem;1;The way I am;NA;0;;
186;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;2;4;4;3;7;Post Malone;;0;WoW;NA;0;;
186;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;4;4;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;NA;0;;
187;E;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;9;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
187;E;lyrical;2;B;static/B2_lyrical.mp3;Prolific;9;9;8;1;10;Iggy Azalea (ft. Charli XCX);Nikki Minaj;0;Fancy;;0;;
187;E;lyrical;3;B;static/B3_lyrical.mp3;Prolific;7;8;NA;1;10;Outkast;;0;Ms. Jackson;;0;;
187;E;instrumental;1;A;static/A1_instrumental.mp3;Prolific;7;9;10;1;6;Eminem;;0;The way I am;;0;;
187;E;instrumental;2;A;static/A2_instrumental.mp3;Prolific;8;9;9;1;7;Post Malone;;0;WoW;;0;;
187;E;instrumental;3;A;static/A3_instrumental.mp3;Prolific;3;6;7;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
188;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;9;9;1;9;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
188;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;6;6;2;9;Iggy Azalea (ft. Charli XCX);Iggy Azelia;1;Fancy;Fancy;1;;
188;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;10;10;3;10;Outkast;Outkast;1;Ms. Jackson;Ms. Jackson;1;;
188;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;10;10;1;9;Eminem;Eminem;1;The way I am;The Way I am;1;;
188;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;8;9;1;7;Post Malone;;0;WoW;;0;;
188;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;3;4;5;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
189;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;7;3;3;1;9;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
189;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;2;2;1;1;7;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;NA;0;;
189;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;1;1;1;1;6;Outkast;NA;0;Ms. Jackson;NA;0;;
189;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;5;7;1;3;Eminem;NA;0;The way I am;NA;0;;
189;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;4;5;1;4;Post Malone;NA;0;WoW;NA;0;;
189;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;3;4;1;5;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
190;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;9;10;10;;9;Jessie J (feat. B.o.B);NA;0;Price tag;price tag;1;;
190;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;3;4;3;1;10;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;;0;;
190;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;7;10;NA;1;9;Outkast;NA;0;Ms. Jackson;sorry miss jackson;1;;
190;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;2;4;2;1;8;Eminem;NA;0;The way I am;;0;;
190;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;1;1;1;9;Post Malone;NA;0;WoW;;0;;
190;F;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;1;1;1;5;Nicki Minaj (feat. Rihanna);NA;0;Fly;;0;;
191;F;lyrical;1;B;static/B1_lyrical.mp3;Prolific;9;7;7;2;8;Jessie J (feat. B.o.B);NA;0;Price tag;Pricetag;1;;
191;F;lyrical;2;B;static/B2_lyrical.mp3;Prolific;1;1;1;;8;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;;0;;
191;F;lyrical;3;B;static/B3_lyrical.mp3;Prolific;9;7;7;2;7;Outkast;NA;0;Ms. Jackson;;0;;
191;F;instrumental;1;A;static/A1_instrumental.mp3;Prolific;5;4;3;2;6;Eminem;NA;0;The way I am;;0;;
191;F;instrumental;2;A;static/A2_instrumental.mp3;Prolific;2;4;3;2;5;Post Malone;NA;0;WoW;;0;;
