"subject","list","music","song_number","music_set","snippet_file","Pool","familiarity","preference","pleasantness","offensiveness","distraction","actual_artist","actual_song_name","artist_name","song_name"
3,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",5,5,5,1,1,"Jessie J (feat. B.o.B)","Price tag","",""
3,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,1,4,1,2,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","Fancy"
3,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,8,5,1,2,"Outkast","Ms. Jackson","",""
4,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,10,10,4,2,"Eminem","The way I am","The way I am","Eminem "
4,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,8,10,2,8,"Post Malone","WoW","Post Malone","Wow"
4,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",8,3,5,1,8,"Nicki Minaj (feat. Rihanna)","Fly","Nicki Minaj ft. Rhianna","Fly"
4,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,10,9,1,9,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
4,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,8,7,5,8,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","Fancy"
4,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",7,5,5,5,7,"Outkast","Ms. Jackson","",""
5,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,10,8,3,8,"Eminem","The way I am","Eminem","The way I am"
5,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,8,8,2,7,"Post Malone","WoW","Post Malone","Wow"
5,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,9,9,1,7,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna and Nicki Minaj","Fly"
5,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,7,8,1,6,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
5,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,8,8,1,8,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","Fancy"
5,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,10,9,1,6,"Outkast","Ms. Jackson","Outkast","Sorry Mrs Jackson"
6,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,9,9,1,8,"Eminem","The way I am","Eminem","The way I am"
6,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,8,8,1,6,"Post Malone","WoW","Post Malone","Wow"
6,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",5,5,7,1,4,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna ","Fly"
6,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",5,4,5,1,4,"Jessie J (feat. B.o.B)","Price tag","",""
6,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",9,6,6,1,7,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy ","Fancy"
6,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",4,6,6,1,2,"Outkast","Ms. Jackson","",""
7,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,10,10,5,7,"Eminem","The way I am","Eminem","The way I am"
7,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,9,9,1,7,"Post Malone","WoW","Post Malone","Wow"
7,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",8,6,6,1,5,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna","Fly"
7,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",9,2,2,1,3,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price tag"
7,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",7,2,1,1,6,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","Fancy"
7,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,10,10,1,5,"Outkast","Ms. Jackson","OutKast","Ms Jackson"
8,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",5,6,4,1,4,"Eminem","The way I am","Eminem",""
8,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",8,6,6,1,7,"Post Malone","WoW","",""
8,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",8,7,7,1,6,"Nicki Minaj (feat. Rihanna)","Fly","Beyonce",""
8,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",8,8,8,1,2,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
8,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",7,6,6,1,2,"Iggy Azalea (ft. Charli XCX)","Fancy","",""
8,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,9,8,1,2,"Outkast","Ms. Jackson","","Mrs Jackson"
9,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",1,7,7,3,9,"Eminem","The way I am","Eminem",""
9,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,10,NA,2,10,"Post Malone","WoW","Post Malone","Wow"
9,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",7,8,8,1,8,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna",""
9,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,10,10,1,10,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
9,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,5,5,1,10,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy isaglia + Charlie xcx","Fancy"
9,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,9,7,4,10,"Outkast","Ms. Jackson","","miss jackson "
10,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",9,7,6,1,6,"Eminem","The way I am","Eminem ","The way I am"
10,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",8,4,5,2,6,"Post Malone","WoW","",""
10,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,6,4,1,7,"Nicki Minaj (feat. Rihanna)","Fly","Nicki Minaj and rihanna","Fly"
10,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,6,1,1,10,"Jessie J (feat. B.o.B)","Price tag","Jessie J ","Price Tag"
10,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,4,1,1,10,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy azalea ","fancy"
10,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,8,5,1,7,"Outkast","Ms. Jackson","Outkast","Mrs Jackson"
11,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",4,8,7,1,10,"Eminem","The way I am","",""
11,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,5,5,1,10,"Post Malone","WoW","Post Malone","Wow"
11,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,8,8,1,10,"Nicki Minaj (feat. Rihanna)","Fly","Nicki Minaj feat Rihanna","Fly"
11,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,5,5,1,10,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
11,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,8,8,1,10,"Iggy Azalea (ft. Charli XCX)","Fancy","",""
11,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",7,5,5,1,10,"Outkast","Ms. Jackson","",""
12,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",1,1,1,1,9,"Eminem","The way I am","Eminem",""
12,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,5,5,1,8,"Post Malone","WoW","Post Malone","wow"
12,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,7,7,1,7,"Nicki Minaj (feat. Rihanna)","Fly","Nicki Minaj and Rihanna","Fly"
12,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,8,8,1,8,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
12,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,9,9,1,9,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azelia","Fancy"
12,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,10,10,1,4,"Outkast","Ms. Jackson","OutKast","Mrs Jackson"
13,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",9,9,9,1,7,"Eminem","The way I am","eminem","the way i am"
13,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,10,10,1,5,"Post Malone","WoW","post malone","wow"
13,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,8,9,1,4,"Nicki Minaj (feat. Rihanna)","Fly","nicki minaj and rihanna","fly"
13,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,10,9,1,3,"Jessie J (feat. B.o.B)","Price tag","jessie j","price tag"
13,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,5,6,1,5,"Iggy Azalea (ft. Charli XCX)","Fancy","iggy azalea","fancy"
13,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",5,6,6,1,5,"Outkast","Ms. Jackson","",""
14,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",6,5,5,1,9,"Eminem","The way I am","",""
14,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",5,4,4,1,7,"Post Malone","WoW","",""
14,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",9,7,7,1,7,"Nicki Minaj (feat. Rihanna)","Fly","",""
14,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,9,9,1,6,"Jessie J (feat. B.o.B)","Price tag","jessie J",""
14,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",7,7,7,1,6,"Iggy Azalea (ft. Charli XCX)","Fancy","",""
14,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",9,9,9,1,5,"Outkast","Ms. Jackson","","ms Jackson "
15,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",8,9,9,1,8,"Eminem","The way I am","Eminem",""
15,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,10,10,1,7,"Post Malone","WoW","Post Malone","Wow"
15,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,6,7,1,8,"Nicki Minaj (feat. Rihanna)","Fly","Niki Minaj  & Rihanna","Fly"
15,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,8,8,1,9,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
15,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,10,8,1,9,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy ","Fancy"
15,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,8,8,1,7,"Outkast","Ms. Jackson","Outkast?","Ms. Jackson"
16,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",5,2,1,5,8,"Eminem","The way I am","Eminem",""
16,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,10,10,1,3,"Post Malone","WoW","Post Malone","Wow"
16,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",3,7,7,1,3,"Nicki Minaj (feat. Rihanna)","Fly","Rhianna",""
16,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,3,3,1,6,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price tag"
16,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,7,7,1,6,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azela and Charlie XCX","Fancy"
16,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",8,7,7,1,3,"Outkast","Ms. Jackson","","Miss Jackson"
17,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",3,3,3,1,6,"Eminem","The way I am","eminem",""
17,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",9,7,7,1,7,"Post Malone","WoW","post malone","wow"
17,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",1,2,5,1,5,"Nicki Minaj (feat. Rihanna)","Fly","",""
17,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,8,8,1,6,"Jessie J (feat. B.o.B)","Price tag","jessie j","price tag"
17,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,7,6,1,7,"Iggy Azalea (ft. Charli XCX)","Fancy","iggy azalea","fancy"
17,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",6,5,5,1,6,"Outkast","Ms. Jackson","",""
18,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",5,3,3,7,10,"Eminem","The way I am","Eminem",""
18,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,8,5,1,10,"Post Malone","WoW","post malone ","wow"
18,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,9,10,1,7,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna","fly"
18,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,10,10,1,6,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
18,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,2,2,2,10,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","I'm so fancy"
18,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",7,6,6,1,5,"Outkast","Ms. Jackson","",""
19,"A","lyrical","1","A","static/A1_lyrical.mp3","University pool",9,10,10,6,9,"Eminem","The way I am","Eminem ","The way I am"
19,"A","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,10,10,2,7,"Post Malone","WoW","Post Malone","Wow"
19,"A","lyrical","3","A","static/A3_lyrical.mp3","University pool",6,4,4,1,6,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna",""
19,"A","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,7,7,1,4,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
19,"A","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,8,8,2,8,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azelea ","Fancy"
19,"A","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,10,10,2,6,"Outkast","Ms. Jackson","Outkast","Ms. Jackson"
20,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",7,7,5,8,8,"Eminem","The way I am","Eminiem","The way i am"
20,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,9,8,1,4,"Post Malone","WoW","post malone","wow"
20,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",8,6,5,1,4,"Nicki Minaj (feat. Rihanna)","Fly","","fly"
20,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,6,8,1,6,"Jessie J (feat. B.o.B)","Price tag","jessie j","price tag"
20,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,5,6,2,5,"Iggy Azalea (ft. Charli XCX)","Fancy","iggy azalea","fancy"
20,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,9,9,1,5,"Outkast","Ms. Jackson","outkast","ms jackson"
21,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",6,6,5,1,8,"Eminem","The way I am","Eminem","The way I am"
21,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,8,8,1,9,"Post Malone","WoW","Post Malone","Wow"
21,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",9,7,9,1,4,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna and Nicki Minaj","Fly"
21,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",4,1,1,1,2,"Jessie J (feat. B.o.B)","Price tag","",""
21,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,7,4,1,10,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azelea and Charlie XCX","Fancy"
21,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",9,9,7,2,8,"Outkast","Ms. Jackson","OutKast","Ms Jackson"
22,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,10,10,1,10,"Eminem","The way I am","Eminem",NA
22,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",1,1,1,1,5,"Post Malone","WoW","",NA
22,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",6,2,3,1,5,"Nicki Minaj (feat. Rihanna)","Fly","",NA
22,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",8,8,8,1,8,"Jessie J (feat. B.o.B)","Price tag","",NA
22,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",2,1,1,1,3,"Iggy Azalea (ft. Charli XCX)","Fancy","",NA
22,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",3,6,6,1,7,"Outkast","Ms. Jackson","",NA
23,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",8,5,6,8,8,"Eminem","The way I am","Eminem",""
23,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,10,8,5,5,"Post Malone","WoW","",""
23,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",7,8,7,3,5,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna",""
23,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,7,6,4,5,"Jessie J (feat. B.o.B)","Price tag","Katy Perry",""
23,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,10,6,7,8,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy azalea","fancy"
23,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,10,10,3,5,"Outkast","Ms. Jackson","Outkast","ms. jackson"
24,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,10,10,5,10,"Eminem","The way I am","eminem","who I am"
24,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",8,10,10,1,9,"Post Malone","WoW","post malone","wow"
24,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,10,10,1,10,"Nicki Minaj (feat. Rihanna)","Fly","nicki minaj & rihanna","fly"
24,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,3,1,1,5,"Jessie J (feat. B.o.B)","Price tag","jessie J","price tag"
24,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,7,7,2,9,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy azalea","fancy"
24,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",1,1,5,1,1,"Outkast","Ms. Jackson","",""
25,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",3,2,2,1,7,"Eminem","The way I am","eminem",""
25,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,9,10,1,9,"Post Malone","WoW","post malone","wow"
25,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",8,6,7,1,7,"Nicki Minaj (feat. Rihanna)","Fly","rhianna","fly"
25,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",9,5,4,1,4,"Jessie J (feat. B.o.B)","Price tag","",""
25,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",9,6,4,1,5,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azelea ","fancy"
25,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",9,9,10,1,8,"Outkast","Ms. Jackson","","mrs jackson"
26,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,7,7,1,2,"Eminem","The way I am","Eminem","The Way I Am"
26,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,9,9,1,2,"Post Malone","WoW","Post Malone","WOW"
26,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",2,5,4,4,4,"Nicki Minaj (feat. Rihanna)","Fly","",""
26,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,7,8,1,2,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
26,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,7,6,1,3,"Iggy Azalea (ft. Charli XCX)","Fancy","Charlie XCX","Fancy"
26,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,9,9,1,3,"Outkast","Ms. Jackson","OutKast","Sorry Ms.Jackson"
27,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",7,9,9,3,10,"Eminem","The way I am","Eminem",""
27,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,7,8,3,6,"Post Malone","WoW","Post Malone","Wow"
27,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,6,6,1,8,"Nicki Minaj (feat. Rihanna)","Fly","",""
27,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,4,5,1,4,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
27,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,8,8,2,8,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","Fancy"
27,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",7,6,7,2,7,"Outkast","Ms. Jackson","",""
28,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,7,NA,1,7,"Eminem","The way I am","eminem",""
28,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,10,10,1,3,"Post Malone","WoW","post malone","wow"
28,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,10,10,1,2,"Nicki Minaj (feat. Rihanna)","Fly","rihanna","fly"
28,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,10,10,1,3,"Jessie J (feat. B.o.B)","Price tag","jessie j","price tag"
28,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,6,7,1,9,"Iggy Azalea (ft. Charli XCX)","Fancy","iggy azalea","fancy"
28,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,10,10,1,8,"Outkast","Ms. Jackson","outkast","ms jackson"
29,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",7,5,3,1,9,"Eminem","The way I am","",""
29,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",4,5,5,1,7,"Post Malone","WoW","",""
29,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",5,3,3,1,7,"Nicki Minaj (feat. Rihanna)","Fly","",""
29,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,6,9,1,5,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
29,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",9,2,2,1,5,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","Fancy"
29,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",2,1,5,1,2,"Outkast","Ms. Jackson","",""
30,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,8,8,3,10,"Eminem","The way I am","Eminem","The way i am"
30,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,9,8,2,6,"Post Malone","WoW","Post Malone","wow"
30,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,7,7,3,6,"Nicki Minaj (feat. Rihanna)","Fly","Rihanna & Nicki","Fly"
30,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,3,5,1,8,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price tag"
30,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,9,9,7,9,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azelea","Fancy"
30,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,10,10,4,10,"Outkast","Ms. Jackson","Outkast","Ms.Jackson"
31,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",10,8,8,1,4,"Eminem","The way I am","Eminem","the way I am"
31,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",7,7,7,1,2,"Post Malone","WoW","",""
31,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",6,5,5,1,1,"Nicki Minaj (feat. Rihanna)","Fly","",""
31,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,9,9,1,2,"Jessie J (feat. B.o.B)","Price tag","Jessie J","price tag"
31,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,8,8,1,2,"Iggy Azalea (ft. Charli XCX)","Fancy","Iggy Azalea","Fancy"
31,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",10,9,9,1,3,"Outkast","Ms. Jackson","Outkast","ms Jackson "
32,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",6,9,5,1,9,"Eminem","The way I am","Eminem",""
32,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",3,8,8,1,9,"Post Malone","WoW","",""
32,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,9,9,1,7,"Nicki Minaj (feat. Rihanna)","Fly","nicki minaj","fly"
32,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,8,8,1,2,"Jessie J (feat. B.o.B)","Price tag","jessie j","price tag"
32,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,9,7,1,6,"Iggy Azalea (ft. Charli XCX)","Fancy","",""
32,"B","instrumental","3","B","static/B3_instrumental.mp3","University pool",1,4,5,1,1,"Outkast","Ms. Jackson","",""
33,"B","lyrical","1","A","static/A1_lyrical.mp3","University pool",6,4,2,5,6,"Eminem","The way I am","Eminem",""
33,"B","lyrical","2","A","static/A2_lyrical.mp3","University pool",10,8,8,5,6,"Post Malone","WoW","Post malone ","Wow"
33,"B","lyrical","3","A","static/A3_lyrical.mp3","University pool",10,5,5,2,5,"Nicki Minaj (feat. Rihanna)","Fly","Nicki Minaj","Fly"
33,"B","instrumental","1","B","static/B1_instrumental.mp3","University pool",10,9,8,1,4,"Jessie J (feat. B.o.B)","Price tag","Jessie J","Price Tag"
33,"B","instrumental","2","B","static/B2_instrumental.mp3","University pool",10,5,5,3,4,"Iggy Azalea (ft. Charli XCX)","Fancy","",""
