"subject","which_list","song_rating","snippet_file","familiarity","preference","pleasantness","offensiveness","distraction","artist_name","song_name"
165,"D",1,"static/B1_lyrical.mp3",10,8,10,1,8,"jessie j","price tag"
165,"D",2,"static/B2_lyrical.mp3",10,2,2,6,10,"iggy azelia and charli xcx","fancy"
165,"D",3,"static/B3_lyrical.mp3",10,7,8,1,5,"outkast","ms jackson"
165,"D",4,"static/A1_instrumental.mp3",10,10,10,1,10,"eminem","the way i am"
165,"D",5,"static/A2_instrumental.mp3",1,1,1,1,4,"",""
165,"D",6,"static/A3_instrumental.mp3",1,4,4,1,4,"",""
166,"D",1,"static/B1_lyrical.mp3",10,10,10,1,9,"Jessie J","Price Tag"
166,"D",2,"static/B2_lyrical.mp3",10,7,7,1,8,"Iggy Azalea","Im so fancy"
166,"D",3,"static/B3_lyrical.mp3",10,10,10,1,9,"Outcast","Ms Jackson"
166,"D",4,"static/A1_instrumental.mp3",10,10,10,1,6,"",""
166,"D",5,"static/A2_instrumental.mp3",1,9,10,1,4,"",""
166,"D",6,"static/A3_instrumental.mp3",2,8,9,1,7,"",""
167,"D",1,"static/B1_lyrical.mp3",10,7,6,1,9,"Jessie J","Price Tag"
167,"D",2,"static/B2_lyrical.mp3",10,4,3,1,8,"Can't remember","I'm So Fancy"
167,"D",3,"static/B3_lyrical.mp3",10,9,9,1,9,"Outkast","Miss Jackson"
167,"D",4,"static/A1_instrumental.mp3",7,5,5,1,4,"Eminem?","Don't know"
167,"D",5,"static/A2_instrumental.mp3",1,4,4,1,5,"Don't know","Don't know"
167,"D",6,"static/A3_instrumental.mp3",1,3,4,1,4,"Don't know","Don't know"
168,"D",1,"static/B1_lyrical.mp3",10,1,1,10,10,"jessie j ft b.o.b","price tag"
168,"D",2,"static/B2_lyrical.mp3",NA,3,3,4,8,"iggy azealia & charlie xcx","fancy"
168,"D",3,"static/B3_lyrical.mp3",10,10,10,1,7,"OutKast","Ms. Jackson"
168,"D",4,"static/A1_instrumental.mp3",10,8,6,1,7,"Eminem","The way i am"
168,"D",5,"static/A2_instrumental.mp3",1,2,2,3,5,"?","?"
168,"D",6,"static/A3_instrumental.mp3",1,1,1,4,7,"?","?"
169,"D",1,"static/B1_lyrical.mp3",9,7,6,3,8,"Jessie J","Price Tag"
169,"D",2,"static/B2_lyrical.mp3",1,5,4,4,9,"",""
169,"D",3,"static/B3_lyrical.mp3",10,8,7,2,8,"OutKast","Ms Jackson"
169,"D",4,"static/A1_instrumental.mp3",5,4,3,3,6,"",""
169,"D",5,"static/A2_instrumental.mp3",1,4,3,5,9,"",""
169,"D",6,"static/A3_instrumental.mp3",5,7,7,2,6,"",""
170,"D",1,"static/B1_lyrical.mp3",10,4,8,1,5,"Jessie J","Price Tag"
170,"D",2,"static/B2_lyrical.mp3",10,8,9,1,7,"Iggy Azalea and Charlie XCX","Fancy"
170,"D",3,"static/B3_lyrical.mp3",10,8,9,1,5,"Outkast","Mrs. Jackson"
170,"D",4,"static/A1_instrumental.mp3",5,4,5,1,4,"Emenem",""
170,"D",5,"static/A2_instrumental.mp3",1,4,5,1,4,"",""
170,"D",6,"static/A3_instrumental.mp3",1,6,8,1,2,"",""
171,"D",1,"static/B1_lyrical.mp3",10,10,10,2,9,"Jessie J","Price tag"
171,"D",2,"static/B2_lyrical.mp3",8,7,8,5,9,"Megan the Stallion",""
171,"D",3,"static/B3_lyrical.mp3",10,9,9,5,7,"Outcast","Sorry Ms Jackson"
171,"D",4,"static/A1_instrumental.mp3",7,6,6,2,2,"",""
171,"D",5,"static/A2_instrumental.mp3",7,8,7,3,2,"",""
171,"D",6,"static/A3_instrumental.mp3",1,8,8,2,3,"",""
172,"E",1,"static/B1_lyrical.mp3",10,5,6,1,6,"Jessie J","Money"
172,"E",2,"static/B2_lyrical.mp3",10,7,7,NA,6,"Iggy Azaleia","Fancy"
172,"E",3,"static/B3_lyrical.mp3",10,10,10,1,4,"Outkast","Ms Jackson"
172,"E",4,"static/A1_instrumental.mp3",10,10,10,1,4,"Eminem","The Way I Am"
172,"E",5,"static/A2_instrumental.mp3",2,4,7,1,6,"",""
172,"E",6,"static/A3_instrumental.mp3",1,3,5,1,1,"",""
173,"E",1,"static/B1_lyrical.mp3",10,7,8,2,9,NA,"Money"
173,"E",2,"static/B2_lyrical.mp3",1,2,2,6,9,NA,""
173,"E",3,"static/B3_lyrical.mp3",6,4,5,4,5,NA,""
173,"E",4,"static/A1_instrumental.mp3",7,5,5,4,6,NA,""
173,"E",5,"static/A2_instrumental.mp3",1,2,2,2,8,NA,""
173,"E",6,"static/A3_instrumental.mp3",1,6,6,2,5,NA,""
174,"E",1,"static/B1_lyrical.mp3",10,8,9,1,7,"black eyed peas",""
174,"E",2,"static/B2_lyrical.mp3",2,8,8,1,7,"",""
174,"E",3,"static/B3_lyrical.mp3",10,10,9,1,7,"","miss jackson"
174,"E",4,"static/A1_instrumental.mp3",10,8,9,1,4,"eminem ",""
174,"E",5,"static/A2_instrumental.mp3",2,10,10,1,4,"",""
174,"E",6,"static/A3_instrumental.mp3",2,8,9,1,2,"",""
175,"E",1,"static/B1_lyrical.mp3",10,8,7,2,7,"Jessie J","Price tag"
175,"E",2,"static/B2_lyrical.mp3",10,6,5,2,9,"no","no"
175,"E",3,"static/B3_lyrical.mp3",10,7,7,2,7,"no","no"
175,"E",4,"static/A1_instrumental.mp3",4,5,6,4,6,"no","no"
175,"E",5,"static/A2_instrumental.mp3",1,3,2,6,9,"no","no"
175,"E",6,"static/A3_instrumental.mp3",5,4,6,2,5,"no","no"
176,"E",1,"static/B1_lyrical.mp3",10,10,10,1,5,"Jessie J","Price Tag"
176,"E",2,"static/B2_lyrical.mp3",2,4,4,3,8,"",""
176,"E",3,"static/B3_lyrical.mp3",9,7,7,3,9,"Outcast","Miss Jackson"
176,"E",4,"static/A1_instrumental.mp3",5,5,5,1,4,"",""
176,"E",5,"static/A2_instrumental.mp3",4,3,3,1,6,"",""
176,"E",6,"static/A3_instrumental.mp3",3,6,7,1,3,"",""
177,"E",1,"static/B1_lyrical.mp3",10,8,8,2,6,"jessie j","price tag"
177,"E",2,"static/B2_lyrical.mp3",8,3,2,2,8,"issy ig , nikki manaj","fancy"
177,"E",3,"static/B3_lyrical.mp3",10,10,10,2,6,"outkast","ms jackson"
177,"E",4,"static/A1_instrumental.mp3",2,3,2,2,1,"dont know","dont know"
177,"E",5,"static/A2_instrumental.mp3",1,4,5,1,3,"dont know",""
177,"E",6,"static/A3_instrumental.mp3",2,1,1,1,6,"",""
178,"E",1,"static/B1_lyrical.mp3",10,1,1,1,6,"","price tag"
178,"E",2,"static/B2_lyrical.mp3",7,1,1,1,1,"",""
178,"E",3,"static/B3_lyrical.mp3",10,7,7,1,1,"outkast","ms jackson"
178,"E",4,"static/A1_instrumental.mp3",10,9,9,1,1,"eminem","the way i am"
178,"E",5,"static/A2_instrumental.mp3",1,NA,1,1,4,"",""
178,"E",6,"static/A3_instrumental.mp3",1,1,1,1,3,"",""
179,"E",1,"static/B1_lyrical.mp3",10,5,6,2,8,"",""
179,"E",2,"static/B2_lyrical.mp3",10,5,6,2,5,"iggy azaela","fancy"
179,"E",3,"static/B3_lyrical.mp3",2,9,8,2,3,"outkast","ms jackson"
179,"E",4,"static/A1_instrumental.mp3",10,8,7,4,5,"",""
179,"E",5,"static/A2_instrumental.mp3",1,4,4,3,5,"",""
179,"E",6,"static/A3_instrumental.mp3",1,6,6,2,4,"",""
180,"E",1,"static/B1_lyrical.mp3",10,9,9,1,4,"Jessie J","Price Tag"
180,"E",2,"static/B2_lyrical.mp3",8,7,6,1,9,"Iggy Azalea","Fancy"
180,"E",3,"static/B3_lyrical.mp3",10,10,9,1,2,"OutKast","Ms. Jackson"
180,"E",4,"static/A1_instrumental.mp3",4,8,9,1,1,"",""
180,"E",5,"static/A2_instrumental.mp3",3,5,5,1,8,"",""
180,"E",6,"static/A3_instrumental.mp3",2,7,7,1,6,"",""
181,"E",1,"static/B1_lyrical.mp3",10,9,9,1,1,"Jessie J","Price Tag"
181,"E",2,"static/B2_lyrical.mp3",10,9,8,1,2,"",""
181,"E",3,"static/B3_lyrical.mp3",10,9,8,1,1,"Outkast ","Ms. Jackson"
181,"E",4,"static/A1_instrumental.mp3",7,6,6,1,1,"Britney",""
181,"E",5,"static/A2_instrumental.mp3",1,1,1,1,4,"",""
181,"E",6,"static/A3_instrumental.mp3",1,1,2,1,1,"",""
182,"E",1,"static/B1_lyrical.mp3",10,10,9,1,9,"Jessie J","Price Tag"
182,"E",2,"static/B2_lyrical.mp3",10,9,9,1,10,"Azelia Banks or Iggy Azelia","Fancy"
182,"E",3,"static/B3_lyrical.mp3",10,8,8,1,7,"Outkast","Ms Jackson"
182,"E",4,"static/A1_instrumental.mp3",10,8,8,3,7,"Eminem","Stan?"
182,"E",5,"static/A2_instrumental.mp3",1,2,4,1,7,"",""
182,"E",6,"static/A3_instrumental.mp3",2,5,6,1,9,"",""
183,"E",1,"static/B1_lyrical.mp3",10,6,7,1,8,"Jessie J","Pricetag"
183,"E",2,"static/B2_lyrical.mp3",8,5,5,1,9,"",""
183,"E",3,"static/B3_lyrical.mp3",4,5,6,1,8,"",""
183,"E",4,"static/A1_instrumental.mp3",7,5,6,1,7,"",""
183,"E",5,"static/A2_instrumental.mp3",1,4,5,1,7,"",""
183,"E",6,"static/A3_instrumental.mp3",4,4,5,1,6,"",""
184,"E",1,"static/B1_lyrical.mp3",10,10,10,1,8,"Jessie J","Price Tag"
184,"E",2,"static/B2_lyrical.mp3",10,9,9,4,10,"","Fancy"
184,"E",3,"static/B3_lyrical.mp3",10,8,9,1,6,"Andre 500","Sorry Miss Jackson"
184,"E",4,"static/A1_instrumental.mp3",10,10,10,3,5,"Eminem","The way I am"
184,"E",5,"static/A2_instrumental.mp3",1,10,9,1,3,"",""
184,"E",6,"static/A3_instrumental.mp3",5,1,2,1,8,"",""
185,"E",1,"static/B1_lyrical.mp3",10,9,9,1,9,"Jessie J","Price Tag "
185,"E",2,"static/B2_lyrical.mp3",10,9,9,1,10,"Iggy Azealea","Fancy"
185,"E",3,"static/B3_lyrical.mp3",10,10,9,1,10,"OutKast","Sorry Miss Jackson"
185,"E",4,"static/A1_instrumental.mp3",9,7,7,1,9,"Eniem",""
185,"E",5,"static/A2_instrumental.mp3",3,7,8,1,8,"",""
185,"E",6,"static/A3_instrumental.mp3",6,8,9,1,9,"",""
186,"E",1,"static/B1_lyrical.mp3",8,8,7,1,6,"",NA
186,"E",2,"static/B2_lyrical.mp3",8,6,5,1,8,"",NA
186,"E",3,"static/B3_lyrical.mp3",9,9,8,1,6,"outkast",NA
186,"E",4,"static/A1_instrumental.mp3",8,5,4,2,7,"eminem",NA
186,"E",5,"static/A2_instrumental.mp3",2,4,4,3,7,"",NA
186,"E",6,"static/A3_instrumental.mp3",2,4,4,1,5,"",NA
187,"E",1,"static/B1_lyrical.mp3",10,9,9,1,10,"Jessie J","Price Tag"
187,"E",2,"static/B2_lyrical.mp3",9,9,8,1,10,"Nikki Minaj",""
187,"E",3,"static/B3_lyrical.mp3",7,8,NA,1,10,"",""
187,"E",4,"static/A1_instrumental.mp3",7,9,10,1,6,"",""
187,"E",5,"static/A2_instrumental.mp3",8,9,9,1,7,"",""
187,"E",6,"static/A3_instrumental.mp3",3,6,7,1,7,"",""
188,"F",1,"static/B1_lyrical.mp3",10,9,9,1,9,"Jessie J","Price Tag"
188,"F",2,"static/B2_lyrical.mp3",10,6,6,2,9,"Iggy Azelia","Fancy"
188,"F",3,"static/B3_lyrical.mp3",10,10,10,3,10,"Outkast","Ms. Jackson"
188,"F",4,"static/A1_instrumental.mp3",10,10,10,1,9,"Eminem","The Way I am"
188,"F",5,"static/A2_instrumental.mp3",1,8,9,1,7,"",""
188,"F",6,"static/A3_instrumental.mp3",3,4,5,1,5,"",""
189,"F",1,"static/B1_lyrical.mp3",7,3,3,1,9,NA,NA
189,"F",2,"static/B2_lyrical.mp3",2,2,1,1,7,NA,NA
189,"F",3,"static/B3_lyrical.mp3",1,1,1,1,6,NA,NA
189,"F",4,"static/A1_instrumental.mp3",1,5,7,1,3,NA,NA
189,"F",5,"static/A2_instrumental.mp3",1,4,5,1,4,NA,NA
189,"F",6,"static/A3_instrumental.mp3",1,3,4,1,5,NA,NA
190,"F",1,"static/B1_lyrical.mp3",9,10,10,NA,9,NA,"price tag"
190,"F",2,"static/B2_lyrical.mp3",3,4,3,1,10,NA,""
190,"F",3,"static/B3_lyrical.mp3",7,10,NA,1,9,NA,"sorry miss jackson"
190,"F",4,"static/A1_instrumental.mp3",2,4,2,1,8,NA,""
190,"F",5,"static/A2_instrumental.mp3",1,1,1,1,9,NA,""
190,"F",6,"static/A3_instrumental.mp3",1,1,1,1,5,NA,""
191,"F",1,"static/B1_lyrical.mp3",9,7,7,2,8,NA,"Pricetag"
191,"F",2,"static/B2_lyrical.mp3",1,1,1,NA,8,NA,""
191,"F",3,"static/B3_lyrical.mp3",9,7,7,2,7,NA,""
191,"F",4,"static/A1_instrumental.mp3",5,4,3,2,6,NA,""
191,"F",5,"static/A2_instrumental.mp3",2,4,3,2,5,NA,""
191,"F",6,"static/A3_instrumental.mp3",4,3,3,2,6,NA,""
192,"F",1,"static/B1_lyrical.mp3",9,8,8,2,7,"Jessie jay","Price tag"
192,"F",2,"static/B2_lyrical.mp3",8,7,6,2,8,"charlie xcx and Iggy azalea","fancy"
192,"F",3,"static/B3_lyrical.mp3",8,10,9,1,5,"Outkast","Ms Jackson"
192,"F",4,"static/A1_instrumental.mp3",1,6,4,1,NA,"",""
192,"F",5,"static/A2_instrumental.mp3",1,7,7,1,2,"",""
192,"F",6,"static/A3_instrumental.mp3",1,3,4,1,2,"",""
193,"F",1,"static/B1_lyrical.mp3",8,7,8,1,6,NA,NA
193,"F",2,"static/B2_lyrical.mp3",3,5,4,5,6,NA,NA
193,"F",3,"static/B3_lyrical.mp3",10,8,8,1,6,NA,NA
193,"F",4,"static/A1_instrumental.mp3",7,7,7,1,6,NA,NA
193,"F",5,"static/A2_instrumental.mp3",1,4,5,1,3,NA,NA
193,"F",6,"static/A3_instrumental.mp3",6,8,8,1,6,NA,NA
194,"F",1,"static/B1_lyrical.mp3",8,6,6,1,8,"Jessie J","Price tag"
194,"F",2,"static/B2_lyrical.mp3",9,5,4,1,10,"Charlie XCX","Fancy"
194,"F",3,"static/B3_lyrical.mp3",10,8,7,1,6,"Outkast","Ms Jackson"
194,"F",4,"static/A1_instrumental.mp3",10,7,7,1,7,"Eminem","I am whatever you say i am"
194,"F",5,"static/A2_instrumental.mp3",1,5,5,1,4,"",""
194,"F",6,"static/A3_instrumental.mp3",4,5,5,1,5,"",""
195,"F",1,"static/B1_lyrical.mp3",10,7,8,1,8,"Jessie J",""
195,"F",2,"static/B2_lyrical.mp3",10,4,3,1,9,"Azalea Banks",""
195,"F",3,"static/B3_lyrical.mp3",10,7,8,1,7,"Outkast","Ms. Jackson"
195,"F",4,"static/A1_instrumental.mp3",7,7,6,1,8,"Eminem?",""
195,"F",5,"static/A2_instrumental.mp3",1,4,4,1,5,"",""
195,"F",6,"static/A3_instrumental.mp3",1,6,8,1,4,"",""
196,"F",1,"static/B1_lyrical.mp3",1,4,5,NA,8,NA,NA
196,"F",2,"static/B2_lyrical.mp3",1,1,1,10,10,NA,NA
196,"F",3,"static/B3_lyrical.mp3",1,2,2,10,10,NA,NA
196,"F",4,"static/A1_instrumental.mp3",1,5,4,5,7,NA,NA
196,"F",5,"static/A2_instrumental.mp3",1,6,5,3,6,NA,NA
196,"F",6,"static/A3_instrumental.mp3",1,1,3,5,7,NA,NA
197,"F",1,"static/B1_lyrical.mp3",10,5,4,1,6,"Jessie J","Price Tag"
197,"F",2,"static/B2_lyrical.mp3",10,7,6,1,8,"Iggy Azalea","Fancy"
197,"F",3,"static/B3_lyrical.mp3",10,10,10,1,3,"Outkast","Ms Jackson"
197,"F",4,"static/A1_instrumental.mp3",2,2,5,1,6,"",""
197,"F",5,"static/A2_instrumental.mp3",10,10,10,1,2,"Post Malone","Wow"
197,"F",6,"static/A3_instrumental.mp3",1,1,2,1,7,"",""
198,"F",1,"static/B1_lyrical.mp3",10,9,10,1,5,"Jessie J","Price Tag"
198,"F",2,"static/B2_lyrical.mp3",10,10,9,1,5,"Charlie XCX","Fancy"
198,"F",3,"static/B3_lyrical.mp3",10,10,9,1,5,"Outcast","Miss Jackson"
198,"F",4,"static/A1_instrumental.mp3",8,8,8,1,4,"Eminem","Forget about Dre"
198,"F",5,"static/A2_instrumental.mp3",1,1,1,1,9,"",""
198,"F",6,"static/A3_instrumental.mp3",1,1,1,1,3,"",""
199,"F",1,"static/B1_lyrical.mp3",9,3,5,5,10,NA,NA
199,"F",2,"static/B2_lyrical.mp3",9,8,8,5,10,NA,NA
199,"F",3,"static/B3_lyrical.mp3",9,10,8,4,9,NA,NA
199,"F",4,"static/A1_instrumental.mp3",1,10,8,5,9,NA,NA
199,"F",5,"static/A2_instrumental.mp3",1,6,5,5,7,NA,NA
199,"F",6,"static/A3_instrumental.mp3",1,7,6,4,9,NA,NA
200,"F",1,"static/B1_lyrical.mp3",10,9,9,1,8,"Jessi J","It's not about the money"
200,"F",2,"static/B2_lyrical.mp3",8,8,7,2,9,"Don't know, sorry","Don't know, sorry"
200,"F",3,"static/B3_lyrical.mp3",10,9,9,1,6,"Andre 3000 ?","Miss Jackson"
200,"F",4,"static/A1_instrumental.mp3",10,9,8,2,4,"Eminem","It's an orchestral version, but can't remember which song - sorry"
200,"F",5,"static/A2_instrumental.mp3",1,6,6,1,5,"Don't know, sorry","Don't know, sorry"
200,"F",6,"static/A3_instrumental.mp3",1,7,8,1,4,"Don't know, sorry","Don't know, sorry"
201,"F",1,"static/B1_lyrical.mp3",10,6,6,1,9,"Jessie J","Price Tag"
201,"F",2,"static/B2_lyrical.mp3",8,2,2,2,10,"","Fancy"
201,"F",3,"static/B3_lyrical.mp3",9,5,6,2,9,"","Ms Jackson"
201,"F",4,"static/A1_instrumental.mp3",1,5,5,1,2,"",""
201,"F",5,"static/A2_instrumental.mp3",1,5,4,1,3,"",""
201,"F",6,"static/A3_instrumental.mp3",1,6,7,1,2,"",""
202,"F",1,"static/B1_lyrical.mp3",10,9,9,2,10,"Jessie J and B.O.B","Price Tag"
202,"F",2,"static/B2_lyrical.mp3",10,10,10,1,10,"Iggy Azalea","Fancy "
202,"F",3,"static/B3_lyrical.mp3",9,9,9,1,9,"","Miss Jackson"
202,"F",4,"static/A1_instrumental.mp3",8,2,2,2,2,"",""
202,"F",5,"static/A2_instrumental.mp3",2,2,2,2,2,"",""
202,"F",6,"static/A3_instrumental.mp3",2,2,2,2,2,"",""
203,"F",1,"static/B1_lyrical.mp3",10,8,9,1,4,"Jessie J","Price tag "
203,"F",2,"static/B2_lyrical.mp3",10,8,8,1,5,"Iggy Azaela","Fancy"
203,"F",3,"static/B3_lyrical.mp3",10,9,9,4,5,"Ms Jackson",""
203,"F",4,"static/A1_instrumental.mp3",8,5,6,6,6,"",""
203,"F",5,"static/A2_instrumental.mp3",10,10,10,6,7,"post malone",""
203,"F",6,"static/A3_instrumental.mp3",5,6,6,1,4,"",""
204,"F",1,"static/B1_lyrical.mp3",8,2,3,1,10,"",""
204,"F",2,"static/B2_lyrical.mp3",10,8,7,3,10,"I forget her name, but in my mind i know who she is if you showed me a photo of her. I just forgot the name.",""
204,"F",3,"static/B3_lyrical.mp3",10,9,8,1,10,"Outkast","Ms Jackson"
204,"F",4,"static/A1_instrumental.mp3",10,8,3,3,10,"Eminem","Way I Am (instrumental)"
204,"F",5,"static/A2_instrumental.mp3",1,8,7,1,5,"",""
204,"F",6,"static/A3_instrumental.mp3",1,1,1,1,3,"",""
