sender,sender_type,sender_id,timestamp,meta,,Blues,Classical,Country,Dance,Electronic,Folk,Gospel,Hip-Hop,Jazz,Latin,Musical/Film,New-age,Pop,Provo_ID,R&B,Rap,Reggae,Religious,Rock,Soul,Swing,Traditional,age,artist_name,correct,correctResponse,duration,education,ended_on,familiarity,gender,item,list,music_frequency,response,response_action,snippet_file,song_name,song_rating,sound,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,0_6_1_3_1_20,2021-12-13T14:37:55.427Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,435.5679999970598,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ of<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,547736.1000000089,547735.299999997,547283.061,547288.5,547299.732,547749.88,,20,of
screen,html.Screen,0_6_1_3_1_21,2021-12-13T14:37:55.923Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,481.5200000059558,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>depression --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,548232.299999997,548231.400000006,547733.209,547736.5,547749.88,548233.345,,21,depression
screen,html.Screen,0_6_1_3_1_22,2021-12-13T14:37:56.419Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,494.0550000059884,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- and ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,548728.200000003,548727.400000006,548216.674,548232.5,548233.345,548733.52,,22,and
screen,html.Screen,0_6_1_3_1_23,2021-12-13T14:37:56.859Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,433.88000000594184,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- anxiety -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,549168.200000003,549167.400000006,548716.849,548728.400000006,548733.52,549183.664,,23,anxiety
screen,html.Screen,0_6_1_3_1_24,2021-12-13T14:37:57.275Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,399.7360000059707,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- in ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,549584.200000003,549583.400000006,549166.993,549168.400000006,549183.664,549600.433,,24,in
screen,html.Screen,0_6_1_3_1_25,2021-12-13T14:37:57.675Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,382.9670000059996,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- this ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,549984.200000003,549983.400000006,549583.762,549584.400000006,549600.433,550000.428,,25,this
screen,html.Screen,0_6_1_3_1_26,2021-12-13T14:37:58.084Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,391.37199999706354,,response,,,11,E,,Space,keypress(Space),,,,instrumental,"------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- sample, --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------",550392.700000003,550391.799999997,549983.759,549984.5,550000.428,550400.769,,26,"sample,"
screen,html.Screen,0_6_1_3_1_27,2021-12-13T14:37:58.475Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,382.63100000598934,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- but -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,550784.200000003,550783.400000006,550384.096,550393,550400.769,550800.788,,27,but
screen,html.Screen,0_6_1_3_1_28,2021-12-13T14:37:58.915Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,422.6120000060182,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- it ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,551224.200000003,551223.400000006,550784.117,550784.5,550800.788,551234.131,,28,it
screen,html.Screen,0_6_1_3_1_29,2021-12-13T14:37:59.331Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,405.1689999969676,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- does ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,551640.200000003,551639.299999997,551217.462,551224.5,551234.131,551651.135,,29,does
screen,html.Screen,0_6_1_3_1_30,2021-12-13T14:37:59.715Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,372.26500000595115,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- make<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,552024.200000003,552023.400000006,551634.462,551640.400000006,551651.135,552034.522,,30,make
screen,html.Screen,0_6_1_3_1_31,2021-12-13T14:38:00.123Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,396.77799999702256,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>sense -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,552432.299999997,552431.299999997,552017.851,552024.400000006,552034.522,552434.625,,31,sense
screen,html.Screen,0_6_1_3_1_32,2021-12-13T14:38:00.571Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,444.67499999701977,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- scientifically ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,552880.1000000089,552879.299999997,552417.954,552432.5,552434.625,552884.782,,32,scientifically
screen,html.Screen,0_6_1_3_1_33,2021-12-13T14:38:01.115Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,538.5179999970132,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- that --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,553424.200000003,553423.299999997,552868.111,552880.400000006,552884.782,553434.921,,33,that
screen,html.Screen,0_6_1_3_1_34,2021-12-13T14:38:01.531Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,404.4790000059875,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- the ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,553840.1000000089,553839.400000006,553418.25,553424.400000006,553434.921,553851.708,,34,the
screen,html.Screen,0_6_1_3_1_35,2021-12-13T14:38:01.995Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,451.5919999970356,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- Millennials --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,554304.200000003,554303.299999997,553835.037,553841.700000003,553851.708,554318.526,,35,Millennials
screen,html.Screen,0_6_1_3_1_36,2021-12-13T14:38:02.451Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,440.7739999970654,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- who ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,554760.1000000089,554759.299999997,554301.855,554304.5,554318.526,554768.504,,36,who
screen,html.Screen,0_6_1_3_1_37,2021-12-13T14:38:02.891Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,430.7959999970626,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- report ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,555200.1000000089,555199.299999997,554751.835,554760.299999997,554768.504,555202.146,,37,report
screen,html.Screen,0_6_1_3_1_38,2021-12-13T14:38:03.331Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,437.15399999707006,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ higher<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,555640.1000000089,555639.299999997,555185.474,555200.400000006,555202.146,555652.261,,38,higher
screen,html.Screen,0_6_1_3_1_39,2021-12-13T14:38:03.843Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,499.03899999696296,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>levels -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,556152.1000000089,556151.299999997,555635.59,555640.400000006,555652.261,556168.964,,39,levels
screen,html.Screen,0_6_1_3_1_40,2021-12-13T14:38:04.307Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,446.2360000029439,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ of ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,556616,556615.200000003,556152.294,556152.400000006,556168.964,556619.309,,40,of
screen,html.Screen,0_6_1_3_1_41,2021-12-13T14:38:04.771Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,459.9909999970114,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- stress -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,557080.1000000089,557079.299999997,556602.636,556616.400000006,556619.309,557086.016,,41,stress
screen,html.Screen,0_6_1_3_1_42,2021-12-13T14:38:05.219Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,441.2839999970747,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ in ----- ----- --- ---- --------- ------<br>------ -- ---------- --- --------,557528.1000000089,557527.299999997,557069.345,557080.400000006,557086.016,557536.154,,42,in
screen,html.Screen,0_6_1_3_1_43,2021-12-13T14:38:05.627Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,399.0460000029998,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- their ----- --- ---- --------- ------<br>------ -- ---------- --- --------,557936,557935.200000003,557519.483,557528.5,557536.154,557952.927,,43,their
screen,html.Screen,0_6_1_3_1_44,2021-12-13T14:38:06.091Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,446.2730000029551,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- lives --- ---- --------- ------<br>------ -- ---------- --- --------,558400.1000000089,558399.200000003,557936.256,557936.200000003,557952.927,558403.077,,44,lives
screen,html.Screen,0_6_1_3_1_45,2021-12-13T14:38:06.571Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,476.1230000029318,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- are ---- --------- ------<br>------ -- ---------- --- --------,558880.1000000089,558879.200000003,558386.406,558400.400000006,558403.077,558886.57,,45,are
screen,html.Screen,0_6_1_3_1_46,2021-12-13T14:38:07.139Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,560.6300000030315,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- also --------- ------<br>------ -- ---------- --- --------,559448.1000000089,559447.200000003,558869.899,558880.299999997,558886.57,559453.374,,46,also
screen,html.Screen,0_6_1_3_1_47,2021-12-13T14:38:07.619Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,473.7260000089882,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- reporting ------<br>------ -- ---------- --- --------,559927.900000006,559927.1000000089,559436.703,559448.299999997,559453.374,559936.89,,47,reporting
screen,html.Screen,0_6_1_3_1_48,2021-12-13T14:38:08.067Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,438.31000000296626,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- higher<br>------ -- ---------- --- --------,560376,560375.200000003,559920.219,559928.200000003,559936.89,560386.995,,48,higher
screen,html.Screen,0_6_1_3_1_49,2021-12-13T14:38:08.571Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,492.8049999970244,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>levels -- ---------- --- --------,560880.5,560879.799999997,560370.324,560376.200000003,560386.995,560887.14,,49,levels
screen,html.Screen,0_6_1_3_1_50,2021-12-13T14:38:09.323Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,744.0600000029663,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ of ---------- --- --------,561632,561631.200000003,560870.469,560880.799999997,560887.14,561637.239,,50,of
screen,html.Screen,0_6_1_3_1_51,2021-12-13T14:38:09.755Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,425.96100000303704,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- depression --- --------,562064.1000000089,562063.200000003,561620.569,561632.299999997,561637.239,562070.958,,51,depression
screen,html.Screen,0_6_1_3_1_52,2021-12-13T14:38:10.179Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,416.24200000299606,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- and --------,562488,562487.200000003,562054.285,562064.299999997,562070.958,562504.299,,52,and
screen,html.Screen,0_6_1_3_1_53,2021-12-13T14:38:10.635Z,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,439.0009999970207,,response,,,11,E,,Space,keypress(Space),,,,instrumental,------ -- - ---- ------ --- ---- ---------- --- --------<br>-- ----- --- ----- ---- ---- -- --- -------- ------ --<br>---------- --- ------- -- ---- ------- --- -- ---- ----<br>----- -------------- ---- --- ----------- --- ------ ------<br>------ -- ------ -- ----- ----- --- ---- --------- ------<br>------ -- ---------- --- anxiety.,562944,562943.299999997,562487.628,562488.299999997,562504.299,562954.351,,53,anxiety.
Item 11,flow.Loop,0_6_1_3_1,2021-12-13T14:38:10.635Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23829.446999997017,,completion,,,,,,,,,,,,,562944.400000006,562943.299999997,539097.182,539097.799999997,539113.853,562954.351,,,
Question 1,html.Screen,0_6_1_3_2,2021-12-13T14:38:15.062Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,FALSE,4415.349000002956,,response,,,11,E,,FALSE,click #choice-2,,,,instrumental,,567370.900000006,567369.700000003,562937.681,562944.6000000089,562954.351,567372.425,,,
Question 2,html.Screen,0_6_1_3_3,2021-12-13T14:38:19.631Z,,,,,,,,,,,,,,,,,,,,,,,,,,,true,FALSE,4566.475000005914,,response,,,11,E,,FALSE,click #choice-2,,,,instrumental,,571940,571938.900000006,567355.754,567371.1000000089,567372.425,571940.387,,,
Item 11,flow.Sequence,0_6_1_3,2021-12-13T14:38:19.631Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39827.07100000593,,completion,,,,,,,,,,,,,571940.400000006,571938.900000006,532095.159,532106.799999997,532111.829,571940.387,,,
Holding screen,html.Screen,0_6_1_4_0,2021-12-13T14:38:26.618Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7002.244999999995,,timeout,,,,,,,,,,,,,578927,578925.96,571923.717,571940.700000003,571940.387,578942.632,,,
screen,html.Screen,0_6_1_4_1_0,2021-12-13T14:38:27.883Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1248.4680000089575,,response,,,2,E,,Space,keypress(Space),,,,instrumental,I ----- ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,580192,580191.1000000089,578925.96,578927.5,578942.632,580192.698,,0,I
screen,html.Screen,0_6_1_4_1_1,2021-12-13T14:38:28.331Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,446.30200000002515,,response,,,2,E,,Space,keypress(Space),,,,instrumental,- agree ---- ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,580639.900000006,580639,580176.028,580192.299999997,580192.698,580643.065,,1,agree
screen,html.Screen,0_6_1_4_1_2,2021-12-13T14:38:28.715Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,380.0350000089966,,response,,,2,E,,Space,keypress(Space),,,,instrumental,- ----- that ------------ ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,581023.900000006,581023.1000000089,580626.394,580640.1000000089,580643.065,581026.573,,2,that
screen,html.Screen,0_6_1_4_1_3,2021-12-13T14:38:29.299Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,580.4270000000251,,response,,,2,E,,Space,keypress(Space),,,,instrumental,- ----- ---- California's ------ ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,581607.799999997,581607,581009.901,581024.1000000089,581026.573,581610.017,,3,California's
screen,html.Screen,0_6_1_4_1_4,2021-12-13T14:38:29.771Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,469.3830000059679,,response,,,2,E,,Space,keypress(Space),,,,instrumental,"- ----- ---- ------------ ""three ------- --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------",582080.299999997,582079.400000006,581593.346,581608,581610.017,582093.573,,4,"""three"
screen,html.Screen,0_6_1_4_1_5,2021-12-13T14:38:30.355Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,569.3270000059856,,response,,,2,E,,Space,keypress(Space),,,,instrumental,- ----- ---- ------------ ------ strikes --- ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,582664,582662.900000006,582076.901,582080.5,582093.573,582676.91,,5,strikes
screen,html.Screen,0_6_1_4_1_6,2021-12-13T14:38:30.795Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,425.99000000592787,,response,,,2,E,,Space,keypress(Space),,,,instrumental,- ----- ---- ------------ ------ ------- and ------ ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,583103.799999997,583102.900000006,582660.24,582664.200000003,582676.91,583110.619,,6,and
screen,html.Screen,0_6_1_4_1_7,2021-12-13T14:38:31.235Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,432.2810000060126,,response,,,2,E,,Space,keypress(Space),,,,instrumental,- ----- ---- ------------ ------ ------- --- you're ----<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,583543.700000003,583542.900000006,583093.946,583104,583110.619,583560.522,,7,you're
screen,html.Screen,0_6_1_4_1_8,2021-12-13T14:38:31.659Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,406.37800000596326,,response,,,2,E,,Space,keypress(Space),,,,instrumental,"- ----- ---- ------------ ------ ------- --- ------ out""<br>--- ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------",583967.700000003,583966.900000006,583543.852,583544,583560.522,583977.394,,8,"out"""
screen,html.Screen,0_6_1_4_1_9,2021-12-13T14:38:32.131Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,461.50600000598934,,response,,,2,E,,Space,keypress(Space),,,,instrumental,- ----- ---- ------------ ------ ------- --- ------ ----<br>law ---- -- - --------- -------- --- --------- --- ----<br>----- --------- --- ----- ----- --------- --- ---- --- ----<br>----- ---- --- --- --- ---- -- -------- ---- - --------- --<br>----- -- ----------- ----- ---- ---- ---- ----- -------- --<br>---------- ---- ----- ----- ---- ------- -----------,584439.700000003,584438.900000006,583960.723,583968,583977.394,584444.195,,9,law
